1464395400,24.08,24.08,24.17,-273.15,-273.15,-273.15,23.99,24.17,24.17,-273.15,-273.15,-273.15,23.99,24.17,24.17,-273.15,-273.15,-273.15,
1464396000,23.99,23.99,24.08,23.99,24.08,23.90,23.99,24.08,24.08,23.99,24.08,23.90,23.99,24.08,24.08,23.99,24.08,23.90,
1464396600,23.99,24.17,24.17,24.08,24.17,23.99,24.08,24.17,24.17,24.08,24.17,23.99,24.08,24.17,24.17,24.08,24.17,24.08,
1464397200,24.25,24.25,24.25,24.17,24.25,24.08,24.25,24.25,24.25,24.17,24.25,24.08,24.25,24.25,24.25,24.17,24.25,24.08,
1464397800,24.08,24.17,24.17,24.08,24.17,23.99,24.17,24.17,24.17,24.08,24.17,23.99,24.17,24.17,24.17,24.08,24.17,24.08,
1464398400,23.90,23.99,23.99,23.99,24.08,23.90,23.99,23.99,24.08,23.99,24.08,23.90,23.99,23.99,24.08,23.99,24.08,23.90,
1464399000,23.82,23.90,23.90,23.90,23.99,23.82,23.90,23.90,23.99,23.90,23.99,23.82,23.90,23.90,23.99,23.90,23.99,23.82,
1464399600,23.73,23.82,23.90,23.82,23.90,23.73,23.82,23.82,23.90,23.82,23.90,23.73,23.82,23.90,23.90,23.82,23.90,23.82,
1464400200,23.73,23.73,23.82,23.73,23.82,23.64,23.73,23.82,23.82,23.82,23.90,23.73,23.73,23.82,23.82,23.82,23.90,23.73,
1464400800,23.64,23.73,23.82,23.73,23.82,23.64,23.73,23.73,23.82,23.73,23.82,23.64,23.73,23.82,23.82,23.73,23.82,23.73,
1464401400,23.64,23.73,23.73,23.73,23.82,23.64,23.73,23.73,23.73,23.73,23.82,23.64,23.64,23.73,23.82,23.73,23.82,23.64,
1464402000,23.64,23.73,23.73,23.64,23.82,23.64,23.64,23.73,23.73,23.73,23.82,23.64,23.64,23.73,23.73,23.73,23.82,23.64,
1464402600,23.64,23.64,23.73,23.64,23.73,23.64,23.64,23.73,23.73,23.64,23.73,23.64,23.64,23.73,23.73,23.64,23.82,23.64,
1464403200,23.64,23.64,23.64,23.64,23.73,23.64,23.64,23.64,23.73,23.64,23.73,23.64,23.64,23.64,23.73,23.64,23.73,23.64,
1464403800,23.55,23.64,23.64,23.64,23.73,23.55,23.64,23.64,23.73,23.64,23.73,23.55,23.64,23.64,23.73,23.64,23.73,23.64,
1464404400,23.55,23.64,23.64,23.64,23.73,23.55,23.64,23.64,23.73,23.64,23.73,23.55,23.64,23.64,23.73,23.64,23.73,23.55,
1464405000,23.55,23.64,23.64,23.64,23.73,23.55,23.55,23.64,23.64,23.64,23.73,23.55,23.55,23.64,23.64,23.64,23.73,23.55,
1464405600,23.55,23.64,23.64,23.55,23.73,23.55,23.55,23.64,23.64,23.64,23.73,23.55,23.55,23.64,23.64,23.64,23.73,23.55,
1464406200,23.55,23.55,23.64,23.55,23.64,23.55,23.55,23.64,23.64,23.55,23.73,23.55,23.55,23.64,23.64,23.64,23.73,23.55,
1464406800,23.55,23.55,23.64,23.55,23.64,23.55,23.55,23.64,23.64,23.64,23.64,23.55,23.55,23.64,23.64,23.64,23.73,23.55,
1464407400,23.55,23.55,23.64,23.55,23.64,23.55,23.55,23.55,23.64,23.55,23.64,23.55,23.55,23.64,23.64,23.55,23.73,23.55,
1464408000,23.55,23.55,23.55,23.55,23.64,23.47,23.55,23.55,23.64,23.55,23.64,23.55,23.55,23.55,23.64,23.55,23.64,23.55,
1464408600,23.47,23.55,23.55,23.55,23.64,23.47,23.55,23.55,23.64,23.55,23.64,23.55,23.55,23.55,23.64,23.55,23.64,23.55,
1464409200,23.47,23.55,23.55,23.55,23.64,23.47,23.55,23.55,23.64,23.55,23.64,23.55,23.55,23.55,23.64,23.55,23.64,23.55,
1464409800,23.47,23.55,23.55,23.55,23.64,23.47,23.55,23.55,23.55,23.55,23.64,23.47,23.55,23.55,23.64,23.55,23.64,23.47,
1464410400,23.47,23.55,23.55,23.47,23.64,23.47,23.55,23.55,23.55,23.55,23.64,23.47,23.55,23.55,23.55,23.55,23.64,23.47,
1464411000,23.47,23.55,23.55,23.55,23.64,23.47,23.55,23.55,23.55,23.55,23.64,23.47,23.55,23.55,23.64,23.55,23.64,23.47,
1464411600,23.47,23.55,23.55,23.47,23.64,23.47,23.47,23.55,23.55,23.55,23.64,23.47,23.55,23.55,23.55,23.55,23.64,23.47,
1464412200,23.47,23.55,23.55,23.47,23.64,23.47,23.47,23.55,23.55,23.55,23.64,23.47,23.47,23.55,23.55,23.55,23.64,23.47,
1464412800,23.47,23.47,23.55,23.47,23.64,23.47,23.47,23.55,23.55,23.47,23.64,23.47,23.47,23.55,23.55,23.55,23.64,23.47,
1464413400,23.47,23.47,23.55,23.47,23.55,23.47,23.47,23.55,23.55,23.55,23.64,23.47,23.47,23.55,23.55,23.55,23.64,23.47,
1464414000,23.47,23.47,23.55,23.47,23.55,23.47,23.47,23.55,23.55,23.47,23.64,23.47,23.47,23.55,23.55,23.55,23.64,23.47,
1464414600,23.47,23.47,23.55,23.47,23.55,23.38,23.47,23.47,23.55,23.47,23.64,23.47,23.47,23.55,23.55,23.55,23.64,23.47,
1464415200,23.47,23.47,23.55,23.47,23.55,23.38,23.47,23.47,23.55,23.47,23.64,23.47,23.47,23.47,23.55,23.47,23.64,23.47,
1464415800,23.47,23.47,23.55,23.47,23.55,23.38,23.47,23.47,23.55,23.47,23.55,23.47,23.47,23.47,23.55,23.47,23.64,23.47,
1464416400,23.38,23.47,23.55,23.47,23.55,23.38,23.47,23.47,23.55,23.47,23.55,23.47,23.47,23.47,23.55,23.47,23.55,23.47,
1464417000,23.38,23.47,23.55,23.47,23.55,23.38,23.47,23.47,23.55,23.47,23.55,23.47,23.47,23.47,23.55,23.47,23.55,23.47,
1464417600,23.38,23.47,23.47,23.47,23.55,23.38,23.47,23.47,23.55,23.47,23.55,23.47,23.47,23.47,23.55,23.47,23.55,23.38,
1464418200,23.47,23.47,23.47,23.47,23.55,23.38,23.47,23.47,23.55,23.47,23.55,23.38,23.47,23.47,23.55,23.47,23.55,23.47,
1464418800,23.38,23.47,23.47,23.47,23.55,23.38,23.47,23.47,23.47,23.47,23.55,23.38,23.47,23.47,23.55,23.47,23.55,23.38,
1464419400,23.38,23.47,23.47,23.47,23.55,23.38,23.47,23.47,23.47,23.47,23.55,23.38,23.47,23.47,23.55,23.47,23.55,23.38,
1464420000,23.38,23.47,23.47,23.47,23.55,23.38,23.47,23.47,23.47,23.47,23.55,23.38,23.47,23.47,23.47,23.47,23.55,23.38,
1464420600,23.38,23.38,23.47,23.38,23.55,23.38,23.47,23.47,23.47,23.47,23.55,23.38,23.47,23.47,23.47,23.47,23.55,23.38,
